"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"Secure-{I}*: {Engineering} {Secure} {Software} {Systems} through {Social} {Analysis}.",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Wikipedia model for collective intelligence: a review of information quality",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The roles of {Information} and {Communication} {Technology} in firm performance",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Virtual consumption",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Value of perfect {ENSO} phase predictions for agriculture: evaluating the impact of land tenure and decision objectives",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Why do small to medium sized software firms stay in strategic partnerships? {An} empirical investigation of three theoretical perspectives \& identification of an emerging theory",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"White {House} computer adoption and information policy from 1969–1979",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Political conflict and political preferences: communicative interaction between facts, norms and interests",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Situation reactive approach to {Vendor} {Managed} {Inventory} problem",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Post}-{Industrial} {Society}, {Subcultures}, and {Recommender} {Systems}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Phishguru: a system for educating users about semantic attacks",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Simulation studies to characterize the impact of climate change on crop production and to identify strategies for adaptation and mitigation",2009,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"Paper 12: {Coping} with floods in the city of {Dresden}, {Germany}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Optimal value of information in graphical models",2009,TRUE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"Using decision analysis to improve malaria control policy making",2009,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"The internationalization of science and its influence on academic entrepreneurship",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Responding to threats of climate change mega-catastrophes",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Early warning system for {SMEs} as a financial risk detector",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Enhancing business-intelligence tools with value-driven recommendations",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information and communication technologies management in turbulent business environments",2009,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Probabilistic graphical models: principles and techniques",2009,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Mobile information system adoption and use: beliefs and attitudes in mobile context",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Wissen über {Wettbewerber} vor dem {Hintergrund} der {Globalisierung}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information and informing science",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The role of information technology in the airport business: {A} retail-weighted resource management approach for capacity-constrained airports",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Comparative {Performance} {Measurement}: {Safety}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Business process modeling with information integrity",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information systems: {A} concise study",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Management {Information} {Systems}: {A} {Concise} {Study} {2Nd} {Ed}.",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An application of value-of-information to decision process reengineering",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Knowledge is {Good}: {A} {Report} of the {Special} {Meeting} {On} {Analytic} {Support} to {Maritime} {Domain} {Awareness} and {Counter}-{Piracy}, 26-29 {October} 2009",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An analysis of learner satisfaction and learning outcomes in an online learning course at the {University} of {Botswana}'s {Faculty} of {Engineering}.",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Quality risk in outsourcing: {Noncontractible} product quality and private quality cost information",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Emulating computer experiments with large data structures",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How collaborative logistics management increases supply chain efficiency",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategic management",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A hybrid cohort individual sampling natural history model of age-related macular degeneration: assessing the cost-effectiveness of screening using probabilistic calibration",2009,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,TRUE
"Patterns in information technology portfolio decision making: {An} inductive approach",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling lost production from destroyed platforms in the 2004–2005 {Gulf} of {Mexico} hurricane seasons",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Coordinating material and information flows with supply chain planning",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{MARKETING}-{WISE} {BENEFITS} {OF} {TECHNOLOGICAL} {IMPROVEMENTS} {ON} {CONSUMER} {WELL}-{BEING}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Past}, {Present} and {Future} of {Information} {Systems} {Research}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The strategic management of {Korean} and {Japanese} big business groups: a comparison study between {Korean} general trading companies and {Japanese} {Sogo} {Shoshas}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A study of decision analysis methods in aerospace technology assessments",2009,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"An analysis of the impact of information systems on the level of trust in the construction industry",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Interspecies extrapolation in environmental exposure standard setting: a {Bayesian} synthesis approach",2009,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Performance modelling of service businesses",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{IMPROVING} {THE} {ECOLOGICAL} {VALIDITY} {OF} {NON}-{MARKET} {VALUATION}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Examination} of the {Relational} {Aspects} of {Leadership} {Credibility}, {Psychological} {Contract} {Breach} and {Violation}, and {Interactional} {Justice}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Design and operation of smart homes in {USA} and {Korea}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The impact of organizational justice and job security on organizational commitment exploring the mediating effect of trust in top management",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{AMENDING} {CHINA}’{S} {AIR} {POLLUTION} {PREVENTION} {AND} {CONTROL} {LAW}: {RECOMMENDATIONS} {FROM} {THE} {INTERNATIONAL} {EXPERIENCE}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Unified} command and control architecture for improved visualization and decision-making on surface combatants",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An integrated probability-based approach for multiple response surface optimization",2009,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"The economics of endangered species",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A framework for integrating {IT} governance and business/{IT} alignment principles",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Business strategies and the adoption of {ERP}: {Evidence} from {Taiwan}'s communications industry",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"1. {Biographical} {Data} 1. {A} {Current} {Employment}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Approaching the future: a study of {Swedish} school leavers' information related activities",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A statistical framework for strategic decision making with {AHP}: {Probability} assessment and {Bayesian} revision",2009,FALSE,"bayesian; multi_criteria","high",FALSE,TRUE,FALSE,FALSE
"Supporting the configuration of decision-making systems for complex, long-life engineered systems",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Using knowledge encoded in graphical disease models to support context-sensitive visualization of medical data",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Frame misalignment: interpreting the implementation of information systems security certification in an organization",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling without measurements: how the decision analysis culture's lack of empiricism reduces its effectiveness",2009,FALSE,"decision_analysis","high",FALSE,FALSE,FALSE,FALSE
"The application situation and determinants of postponement: {A} field survey for large manufacturers in {Greater} {China}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Top {Manager}'s {New} {IT} {Championing} {Behavior}, {Exam} the {Roles} of {Personality}, {Ability} and {Belief}.",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Intake decision making in child protective services: {Exploring} the influence of decision-factors, race, and substance abuse",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Beyond the {Stern} {Review}: {Lessons} from a risky venture at the limits of the cost–benefit analysis",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling the value for money of changing clinical practice change: a stochastic application in diabetes care",2009,FALSE,"simulation","high",FALSE,FALSE,FALSE,FALSE
"Feedback control in {Pacific} salmon fisheries",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Uncertainty in the management of fisheries: contradictory implications and a new approach",2009,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Knowing which foods are making us sick",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The national healthcare crisis: {Is} {eHealth} a key solution?",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Framework} for valuing the quality of {Customer} {Information}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Implementation scenarios and predicted performance of the {Twente} {Photoacoustic} {Mammoscope} as an alternative imaging modality in breast cancer diagnosis",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Valuing information as an asset",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Health and {Biomedical} {Information}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Using {Probabilistic} {Methods} to {Enhance} the {Role} of {Risk} {Analysis} in {Decision} {Making} {Managers}' {Summary}",NA,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Teaching information literacy for inquiry-based learning",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The impact of an additional ecotoxicity test on ecological quality standards",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Commentary on {Cost}–utility and value-of-information analysis of early versus delayed laparoscopic cholecystectomy for acute cholecystitis ({Br} {J} {Surg} 2010; 97: 210–219)",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Rapport pour la {Haute} {Autorité} de {Santé}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Planning and {Control} for {Core} {Acquisitions} from {Third} {Parties} in {Remanufacturing} {Supply} {Chains}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Two essays on the accounting treatment for information technology expenditures",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Power communication",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Insider trading and financial economics: {Where} do we go from here",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Scenario analysis using {Bayesian} networks: {A} case study in energy sector",2010,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Pricing of private placements of equity",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A central coordination system for managing a large supply base through supply chain collaboration",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Supply chain information and relational alignments: mediators of {EDI} on firm performance",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Governmentality and the information society: {ICT} policy practices in {Greece} under the influence of the {European} {Union}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The transition of worldviews: {Collective} information behavior during the 2006 {Thai} coup d'etat",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Autocracy versus {Democracy}: an {International} {Perspective}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A hybrid {Delphi}-{Bayesian} method to establish business data integrity policy: {A} benchmark data center case study",2010,TRUE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"The determinants of the adoption and application of business intelligence: {An} {ERP} perspective",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"‘{Informationising}’{Warfare}: {China} {Unleashes} the {Cyber} and {Space} {Domain}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Chinese cultural and power perspective on information systems: technological frames and re-frames",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{PCV83} {PILOTING} {THE} {DEVELOPMENT} {OF} {A} {COST}-{EFFECTIVE} {EVIDENCEINFORMED} {CLINICAL} {PATHWAY}: {MANAGING} {HYPERTENSION} {IN} {JORDANIAN} {PRIMARY} {CARE}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Media {Bias} and {Electoral} {Competition}!",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Overcoming psychological barriers to good discovery decisions",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How do cost-effectiveness analyses inform reimbursement decisions for oncology medicines in {Canada}? {The} example of sunitinib for first-line treatment of metastatic renal cell carcinoma",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Extension of axiomatic design principles under fuzzy environment",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Calculability and {Trust}: {Credit} {Rating} in {Nineteenth} {Century} {America}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Lake} {Charles} {CCS} {Project}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Towards a conceptual model for assessing the quality of public services",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Irreversibility and optimal timing of climate policy",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A management model for closed-loop supply chains of reusable articles",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Do virtuality and complexity affect supply chain visibility?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic plan",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Rethinking global warming: {Using} collective action theory to explore the prospects for climate change mitigation.",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Application of stochastic multiattribute analysis to assessment of single walled carbon nanotube synthesis processes",2010,FALSE,"simulation","high",FALSE,FALSE,FALSE,FALSE
"m-{Science}: {Sensing}, {Computing} and {Dissemination}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Integrating {Data} {Mining} and {Expert} {Knowledge} for an {Artificial}-{Lift} {Advisory} {System}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Healthcare team performance in time critical environments: {Coordinating} events, foraging, and system processes",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Assessing the payback from health {R} \& {D}: {From} ad hoc studies to regular monitoring",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Why do people read reviews posted on consumer-opinion portals?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Practice} of {Web} {Information} {Architecture} in {Large} {Organisations}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Instruments to {Challenge} the {Grant} of a {Patent} as a {Third} {Party}: {Suggestions} for the {Review} of {New} {Zealand}'s {Patent} {System}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"In what sense is {P} ({A}/{B}) {P} ({B}) = {P} ({A}, {B})? {The} relationship between distributional format and subjective probability estimates",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Multiple timescales of memory in lateral habenula and dopamine neurons",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Eliciting priors to characterize uncertainties in decision analytic models",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost-effectiveness analysis of health technologies when evidence is scarce",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Raising voice–{Securing} a livelihood: the role of diverse voices in developing secure livelihoods in pastoralist areas in {Ethiopia}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Group dynamics and decision making: {Backcountry} recreationists in avalanche terrain",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Risk assessment in the upstream crude oil supply chain: {Leveraging} analytic hierarchy process",2010,FALSE,"multi_criteria; risk_analysis","high",FALSE,FALSE,FALSE,FALSE
"Access with evidence development in the {UK}: past experience, current initiatives and future potential",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Online social networks in emergency communications and recovery: {An} inclusive model for people with disabilities",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Guiding the health information technology agenda",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On the {Impact} of {IT} on {Value} {Generating} {Activities} in {Organisations}: an {Ontology} {Based} {Approch}.",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Leveraging online social networks for people with disabilities in emergency communications and recovery",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Using an iterative approach to economic evaluation in the drug development process",2010,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Information technology decision making for the intelligence community: {A} {Delphi} study",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Near-{Term} {Balance} of {System} {Cost} {Reductions}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ISPOR} 13th {Annual} {European} {Congress} {Research} {Abstracts}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The accelerating integration of banks and markets and its implications for regulation",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Integrating spatial planning and decision support system infrastructure and spatial data infrastructure",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The influence of affect on higher level cognition: {A} review of research on interpretation, judgement, decision making and reasoning",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision analytic models, sensitivity analysis and value of information in economic evaluations in health care",2010,FALSE,"decision_analysis; risk_analysis","high",TRUE,FALSE,FALSE,TRUE
"Eliciting distributions to populate decision analytic models",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Laws, outlaws, and terrorists: {Lessons} from the {War} on {Terrorism}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Draft white paper 1: {Defining} 21st century skills",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost-sensitive information acquisition in structured domains",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modeling challenges with influence diagrams: {Constructing} probability and utility models",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"System dynamics integrative modeling in the diffusion dynamics of {Indian} telecom sector",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The value of information in spatial decision making",2010,FALSE,"decision_analysis","high",TRUE,FALSE,FALSE,FALSE
"Designing and evaluating dashboards for multi-agency crisis preparation: a living lab",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Precision dairy farming: {Advanced} analysis solutions for future profitability",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Stochastic simulation using@ {Risk} for dairy business investment decisions",2010,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"Assessing the potential value for an automated dairy cattle body condition scoring system through stochastic simulation",2010,TRUE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"Connected for health: using electronic health records to transform care delivery",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Communicating risk in the 21st century: {The} case of nanotechnology",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Regulating online behavioral advertising",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{IT} {Architecture} Ð {Essential} {Practice} for {IT} {Business} {Solutions}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A multi-criteria performance study of lean engineering",2010,FALSE,"multi_criteria","high",FALSE,FALSE,FALSE,FALSE
"Systematic review of pharmacoeconomic studies of pharmacogenomic tests",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Managing humanitarian information in {Iraq}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Critical-thinking pedagogy and student perceptions of university contributions to their academic development",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Forecasting for inventory planning under correlated demand",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Standing on principles: collected essays",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Social software: {Participants}' experience using social networking for learning",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic benefits of large-scale remediation of contaminated marine sediments—a literature review and an application to the {Grenland} fjords in {Norway}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Gap assessment in the emergency response community",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {New} {Framework} for {IT} {Investment} {Decisions}: {A} practical guide to assessing the true value of {IT} projects in business",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Emotional decision-makers and anomalous attitudes towards information",2010,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"International ideal and local practice–{Access} to environmental information and local government in {Poland}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Regulatory solutions to bank loans procyclicality: {Is} the cure worse than the illness?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Newborn screening programs: should 22q11 deletion syndrome be added?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Battery technology for electric and hybrid vehicles: {Expert} views about prospects for advancement",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Financial {Accounting} for {Decision} {Makers}",2011,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Optimal condition assessment policies for water and sewer infrastructure",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Quality of {Information} {Disclosure} and its {Impact} on {Stock} {Price} ({A} {Study} of {Selected} {Nepalese} {Listed} {Commercial} {Banks})",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Integrated} framework for supplier evaluation and order allocation in a non-crisp environment",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Key topics in surgical research and methodology",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The role of information and financial reporting in corporate governance and debt contracting",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"“{Breaking} the {Mold}” in the {Dissertation}: {Implementing} a {Problem}-{Based}, {Decision}-{Oriented} {Thesis} {Project}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Neuroimaging, uncertainty, and the problem of dispositions",2010,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Information services provided for public transport in {Rio} de {Janeiro} in relation to the 2016 {Olympic} {Games}.",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Monetary pricing of software development risks: {A} method and empirical illustration",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Finding the formula for sustainable {ICT}: {Lessons} from the {One} {Laptop} per {Child} project in {Rwanda}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Benefits and {Barriers} to {Adoption} of {Information} {Technology} in {US} {Healthcare}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Flow} of {Knowledge} from the {Academic} {Research} {Base} into the {Economy}: {The} {Use} and {Effectiveness} of {Formal} {IPRs} and'{Soft} {IP}'in {UK} {Universities}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bayesian framework for improved {R}\&{D} decisions",2010,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Optimal decision-oriented {Bayesian} design of experiments",2010,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"How {Does} the {Lens} of {Pragmatism} help in {Understanding}, {Using}, or {Improving} {Work} {System} {Theory}?",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Valuation of fleeting opportunities",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Valuing weather information in irrigated agriculture",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Views of giftedness: {The} perceptions of teachers and parents regarding the traits of gifted children in {Saudi} {Arabia}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On-board {Robot} {Interactive} {Training}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Client {Information} {Needs} of {MFIs}: {A} {Case} {Study} of {ASA} {Bangladesh}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Communication, influence, and informational asymmetries among voters",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Why people aren't using wireless internet: a behavioural economics approach to technology preferences",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{DEVELOPMENT} {OF} {FRAMEWORK} {FOR} {SELECTION} {OF} {BEST} {SUPPLY} {CHAIN} {PRACTICES}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Supply chain management: strategy, cases and best practices",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Interpreting a major event organization's efforts to reliably manage information security risks: {The} case of the {Athens} 2004 {Olympics}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Software-as-a-{Service} {Business} {Intelligence}: {Adoption} {Criteria} and {Business} {Value}",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The role of boards of directors in corporate governance: {A} conceptual framework and survey",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Effect of information and knowledge sharing on supply chain performance through supplier-buyer relationship",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An ensemble method using credal decision trees",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Glossary of terms",2010,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Notice of {Retraction}: {Cost}-{Benefit} {Analysis} on the {Information} {Sharing} for {Mitigating} the {Bullwhip} {Effect} of {Supply} {Chain}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Series {Index}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Multi-agent graphical decision models in medicine",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An analytical study of the modification ability of distribution centers",2009,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Bayesian} hierarchical framework for calibrating aquatic biogeochemical models",2009,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Cost-effectiveness analysis of human papillomavirus-vaccination programs to prevent cervical cancer in {Austria}",2009,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Notice of {Retraction}: {A} {Study} on {How} the {Supply} {Chain} {Collaboration} {Influences} the {Bullwhip} {Effect}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{MEDIA} {CREDIBILITY}: cases of {Russia} and the {United} {States}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Towards an {Irish} {Joint} {Register}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Promote aggregation of {SMEs}: suggestions and actions",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Projecting the {Evolution} of the {Internet}, its {Technologies}, {Communities} and {Management}",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SD}-{DES} model: a new approach for implementing an e-supply chain",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Separate neural mechanisms underlie choices and strategic preferences in risky decision making",2009,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Hepatocellular adenoma: cost-effectiveness of different treatment strategies",2009,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
